country,country_name,oecd_member,eu_member,election_date,party,party_name,party_abbrev,party_fam,percent_vote,absol_seats,total_seats,percent_uncoded,bonds_positive,bonds_negative,anti_imperialism,milit_positive,milit_negative,peace,intl_positive,ec_eu_positive,intl_negative,ec_eu_negative,freedom_hr,democracy,constit_positive,constit_negative,decentralize,centralize,gvmt_efficiency,corruption,polit_authority,free_market,incentives,regulation,econ_planning,state_collab,protect_positive,protect_negative,econ_goals,demand_side,econ_growth,infrastruct_tech,controlled_econ,nationalization,econ_orthodoxy,marxism,anti_growth,environ,culture,equality,welfare_state,welfare_less,education,education_less,nation_positive,nation_negative,moralism,moralism_negative,law_and_order,civic_mind,multiculture,multiculture_negative,labor_positive,labor_negative,agriculture,white_collar,marginalized_general,demographic_groups,axis_position,plan_eco,mark_eco,welfare,int_peace
64,New Zealand,Member,Non-member,1996-10-12,64321,The Alliance,Alliance,Social Democratic,9.8,13,120,2.295,0,0,0.656,0,1.311,0,1.967,0,0,0,0,12.459,0,0.328,0,0,1.311,0,0,0.328,0.984,1.311,0.328,0,0.984,0,3.607,0,0.984,2.623,1.967,4.262,2.623,0,0,9.836,0.984,7.869,20.656,0,7.213,0,1.639,0,0,0,0.984,0,0.656,0,2.623,0,1.311,0,0.656,5.246,-49.18,3.607,2.951,28.525,1.311
64,New Zealand,Member,Non-member,1996-10-12,64420,ACT New Zealand,ACT,Liberal,5.922,8,120,2.793,0,0,0,3.352,0,0,0,0,1.117,0,7.821,2.793,0,0,0,0,6.704,0.559,0.559,6.145,5.028,4.469,0,0,0,0,3.352,0,0.559,1.117,0,0,2.235,0,0,1.117,0,6.704,10.615,7.263,5.587,2.235,1.117,0,2.793,0,5.028,0,1.117,0,2.793,0,0,0,2.235,2.793,15.084,4.469,8.38,17.318,0
64,New Zealand,Member,Non-member,1996-10-12,64620,New Zealand National Party,National,Conservative,32.85,44,120,0.965,0.322,0,0,0.643,0.965,0,3.859,0,0,0,0.804,0.161,0,0,0.322,0,3.859,0,3.376,0.965,2.733,0.322,0.161,0,0,0.643,0.161,0,2.251,1.125,0,0,3.537,0,0,8.36,0,2.894,18.65,0.322,8.521,0,0.643,0.482,1.447,0,11.093,0.482,1.286,0,1.286,0,6.109,0,0.322,10.932,-7.235,0.482,4.502,21.543,0.965
64,New Zealand,Member,Non-member,1996-10-12,64621,New Zealand First Party,NZF,Nationalist,12.95,17,120,0,0,0,0,0,0,0,0,0,0,0,0,3.937,0,0,0,0,2.362,0,11.024,0,1.575,0,0,0,0,0,4.724,0,4.724,1.575,1.575,0.787,0.787,0,0,0,0,0.787,29.134,0,11.811,0,5.512,0,0,0,5.512,0.787,0,0,3.15,0,3.937,0,0.787,5.512,-25.197,1.575,0.787,29.921,0
64,New Zealand,Member,Non-member,1999-11-27,64110,Green Party of Aotearoa New Zealand,Greens,Ecological,5.16,7,120,0.597,0,0,0,0,0,0.256,0.512,0,0,0,4.433,4.689,0.426,0,1.194,0,2.813,0.085,1.023,0.256,0.256,2.643,1.023,0,1.279,0,0.767,0,1.876,4.007,0,0.767,0.426,0,1.364,32.651,4.689,2.643,2.046,0,0.767,0,2.728,0.938,0.512,4.774,2.302,1.79,2.046,0,0.171,0,6.65,0,1.705,2.899,0,3.666,0.682,4.689,0.256
64,New Zealand,Member,Non-member,1999-11-27,64320,New Zealand Labour Party,Labour,Social Democratic,38.74,49,120,0.222,0,0,0,0,0.665,0,0,0,0,0,1.33,2.882,0,0,0,0.222,4.656,0,0.222,0.222,6.43,2.217,1.552,0,0.665,0.443,1.109,0,5.322,8.869,0.443,1.109,2.217,0,0,7.317,4.213,4.435,17.295,0,9.534,0,0.887,0,0.443,0.222,2.661,0.887,1.33,0,2.439,0.222,3.548,0,0,3.769,-23.06,4.213,2.439,21.729,0.665
64,New Zealand,Member,Non-member,1999-11-27,64321,The Alliance,Alliance,Social Democratic,7.74,10,120,1.19,0,0,0,0,0,0,0.397,0,0,0,0,5.952,0,0,0,0,0,0.397,20.635,0,0.397,0.397,0,0,0.397,0,3.175,0,5.159,2.381,0,4.365,4.365,0,0,2.381,0,13.889,11.905,0,4.365,0,11.111,0,0.397,0,0,0.397,0,0,2.778,0,0,0,0,3.571,6.746,0.397,4.365,25.794,0
64,New Zealand,Member,Non-member,1999-11-27,64420,ACT New Zealand,ACT,Liberal,7.04,9,120,0.8150000000000001,0,0,0,0,0,0,0,0,0,0,6.522,0,0,0,0.8150000000000001,0,11.141,0,2.446,19.022,14.946,1.087,0,0,0,0.8150000000000001,1.359,0,2.174,0,0,0,1.902,0,0,0.8150000000000001,0,3.261,3.533,6.522,6.522,0,3.533,0,0.543,0,3.261,1.087,0,0.543,0.8150000000000001,0.272,4.348,0.272,0,1.63,48.641,1.087,20.924,6.793,0
64,New Zealand,Member,Non-member,1999-11-27,64620,New Zealand National Party,National,Conservative,30.5,39,120,0,0.73,0,0,2.19,0.73,0,0,0,0,0,6.569,0,0,0,0.73,0,1.46,0,4.38,0.73,5.109,0.73,0,0.73,0,0,1.46,0,7.299,0,0,0,15.328,0,0,4.38,1.46,2.19,14.599,0,5.839,0,9.489,0,5.109,0,5.109,0.73,0,0,0.73,0,0.73,0,0,1.46,32.117,0.73,16.058,16.788,0.73
64,New Zealand,Member,Non-member,1999-11-27,64621,New Zealand First Party,NZF,Nationalist,4.26,5,120,0.552,0.079,0,0,2.208,0.631,0.079,1.104,0,0.079,0,1.025,2.603,0,0.71,1.025,0.158,3.391,1.262,1.656,0.473,2.918,2.05,0.946,0.079,1.025,0,1.104,0.158,7.334000000000001,6.388,0.158,0.789,1.262,0,0,3.707,1.025,2.839,12.066,0,9.069,0.079,7.65,0,0.552,0.079,6.23,1.104,0.473,0,1.341,0,6.546,0.079,0.394,5.521,-6.782,3.155,1.735,14.905,0.71
64,New Zealand,Member,Non-member,2002-07-27,64110,Green Party of Aotearoa New Zealand,Greens,Ecological,7,9,120,0,0,0,0,0,0,3.614,0,0,0,0,0,1.205,0,0,0,0,0,0,7.229,0,0,0,0,0,2.41,0,0,0,1.205,3.614,0,2.41,0,0,2.41,36.145,0,6.024,10.843,0,3.614,0,4.819,0,1.205,2.41,0,1.205,3.614,0,1.205,0,1.205,0,1.205,2.41,-10.843,0,0,16.867,3.614
64,New Zealand,Member,Non-member,2002-07-27,64320,New Zealand Labour Party,Labour,Social Democratic,41.26,52,120,0,0,0,0,0,0.847,0.169,3.39,0,0,0,1.525,0.508,0,0,0,0,2.712,0,0,1.186,4.237,1.864,0.339,0,0.169,1.186,0.508,0,6.949,8.475,0.169,0.339,0.847,0,0.169,9.492,0.339,1.525,20.339,0,11.356,0,0.678,0,1.017,0,4.068000000000001,0.339,3.22,0,3.729,0,2.034,0,0.678,5.593,-28.136,2.373,2.034,21.864,1.017
64,New Zealand,Member,Non-member,2002-07-27,64420,ACT New Zealand,ACT,Liberal,7.140000000000001,9,120,0.202,0.067,0,0,3.838,0.135,0.067,0.875,0,0.404,0,4.983000000000001,0.471,0,0,0.067,0,10.303,0.135,3.165,13.67,4.512,0.606,0.067,0,0,1.01,0.673,0,6.263,2.29,0,0,5.926,0,0,2.559,1.145,2.29,3.232,7.273000000000001,6.397,0.539,1.886,0,1.684,0,6.263,2.626,0.673,0.943,0.606,0.135,0.539,0.202,0,1.279,44.377,0.673,19.596,5.522,0.202
64,New Zealand,Member,Non-member,2002-07-27,64421,United Future New Zealand,NA,Liberal,6.69,8,120,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3.2,0.8,1.6,0,0,0,0,0.8,0,0,3.2,0.8,0,0,0.8,0,0,0,0,2.4,21.6,8,15.2,0,0.8,0,20,0,8.8,4,0,0,0,0,0,0,0,3.2,12,0,1.6,24,0
64,New Zealand,Member,Non-member,2002-07-27,64422,Jim Anderton’s Progressive Coalition,Progressive,Liberal,1.7,2,120,0,0,0,0,0,0,0,0,0,0,0,0,4.545,0,0,0,0,2.727,0,1.818,0,2.727,0,0,0,0,0,4.545,0,9.091,4.545,0,3.636,0,0,0,1.818,0,4.545,23.636,0,11.818,0,4.545,0,7.273000000000001,0,1.818,2.727,0,0,4.545,0,0,0,0,3.636,-27.273,0,0,28.182,0
64,New Zealand,Member,Non-member,2002-07-27,64620,New Zealand National Party,National,Conservative,20.93,27,120,0,1.606,0,0,3.213,0,0,0,0,0,0,0,2.41,0,0,0,0,2.811,0,2.811,3.614,8.835,0,0.402,0,0,0,0,0,10.04,2.41,0,0,1.205,0,0,4.418,0,0.803,12.45,0,15.261,0,5.622,0,0.803,0,8.032,4.016,0.402,0,0.803,0,3.614,0,0,4.418,6.827,0.402,4.819,13.253,0
64,New Zealand,Member,Non-member,2002-07-27,64621,New Zealand First Party,NZF,Nationalist,10.38,13,120,0.348,0.139,0,0,2.227,0.6960000000000001,0.07,1.113,0,0.07,0,0.835,2.714,0.139,0.626,0.139,0.209,5.776,0.905,1.183,0.278,3.34,1.74,0.348,0.07,1.461,0,0.974,0.139,7.516,6.402,0.278,1.183,2.923,0,0,3.619,1.044,2.157,14.544,0.348,5.637,0.139,7.585,0,0.835,0,7.029,2.018,0.348,0.487,1.322,0,5.358000000000001,0.139,0.209,3.34,-2.366,2.366,3.201,16.701,0.765
64,New Zealand,Member,Non-member,2005-09-17,64110,Green Party of Aotearoa New Zealand,Greens,Ecological,5.296,6,121,3.371,0,0,0,0,0,0,0,0,0,0,1.124,1.124,0,0,0,0,0,0,10.112,1.124,1.124,0,0,0,0,0,0,0,2.247,14.607,0,0,1.124,0,4.494,28.09,0,7.865,3.371,0,6.742,0,0,0,1.124,1.124,0,0,3.371,0,3.371,0,0,0,2.247,2.247,1.124,0,2.247,11.236,0
64,New Zealand,Member,Non-member,2005-09-17,64320,New Zealand Labour Party,Labour,Social Democratic,41.102,50,121,0,0,0,0,0,0,0,0,0,0,0,0.418,0,0,0,0,0,1.674,0,1.674,4.603,2.092,0,0,0,0,0,0,0,2.929,9.205,0,0.418,1.255,0,0,2.929,1.255,5.021,31.381,0.418,14.644,0,1.255,0,1.255,0,8.787,0,0.837,0.837,5.021,0,0,0,0,2.092,-29.707,0,5.858000000000001,36.402,0
64,New Zealand,Member,Non-member,2005-09-17,64420,ACT New Zealand,ACT,Liberal,1.515,2,121,0,0,0,0,0,0,0,0,0,0,0,3.448,0,0,0,0,0,6.897,0,0,0,0,3.448,0,0,0,0,0,0,0,1.724,0,0,12.069,0,0,0,0,1.724,17.241,13.793,15.517,0,0,0,0,1.724,22.414,0,0,0,0,0,0,0,0,0,15.517,3.448,12.069,18.966,0
64,New Zealand,Member,Non-member,2005-09-17,64422,Jim Anderton’s Progressive,Progressive,Liberal,1.161,1,121,0,0,0,0,0,1.538,0,0,0,0,0,0,3.077,0,0,0,0,0,0,12.308,4.615,1.538,0,1.538,0,0,0,0,0,7.692,3.077,0,6.154,0,0,0,0,0,3.077,15.385,0,21.538,0,1.538,0,13.846,0,0,0,0,0,1.538,0,0,0,0,1.538,-16.923,1.538,4.615,18.462,1.538
64,New Zealand,Member,Non-member,2005-09-17,64620,New Zealand National Party,National,Conservative,39.102,48,121,0,0,0,0,0,0,0,0,0,0,0,1.111,3.333,0,0,0,0,7.222,0.556,22.222,2.778,12.222,0,0,0,0,0,0,0,5.556,0,0,0,1.111,0,0,0,0,2.222,2.778,3.333,9.444,1.111,12.222,0,0.556,0,7.778,1.111,0.556,1.111,1.111,0.556,0,0,0,0,47.778,0,3.889,5,0
64,New Zealand,Member,Non-member,2005-09-17,64901,Māori Party,NA,Ethnic and Regional,3.4,4,121,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,2,30,0,16,0,0,0,6,0,0,0,20,0,4,0,0,0,0,0,-38,0,2,32,0
64,New Zealand,Member,Non-member,2008-11-08,64110,Green Party of Aotearoa New Zealand,Greens,Ecological,6.722,9,122,1.606,0,0,0,0,0.402,0.402,0.402,0,0,0,2.811,2.811,0,0,0,0,1.205,0.402,16.867,1.205,0,2.811,0,0,0.803,0,0,0,0.402,3.213,0,0.402,0.803,0.402,14.859,18.474,0,6.426,4.016,0,0.803,0,0.803,0.402,0.803,0,0.402,4.016,0.402,0,1.205,0,1.205,0,0.402,8.835,13.655,2.811,2.008,10.442,0.803
64,New Zealand,Member,Non-member,2008-11-08,64320,New Zealand Labour Party,Labour,Social Democratic,33.988,43,122,0.906,0,0,0,0,1.511,0,1.208,0,0,0,0.604,0.604,0,0,0,0,0.906,0,13.293,1.511,0.906,1.511,1.208,0.302,0,3.323,0,2.719,6.647,12.387,1.511,1.208,3.323,0,5.136,3.927,1.813,6.042,6.042,0.302,8.157,0,2.719,0,0.906,0,1.511,0.906,1.511,0,2.417,0,1.511,0,0.302,1.208,3.927,4.23,4.834000000000001,12.085,1.511
64,New Zealand,Member,Non-member,2008-11-08,64420,ACT New Zealand,ACT,Liberal,3.647,5,122,3.704,0.926,0,0,0,0,0,0.926,0,0,0,0.926,2.778,0.926,0.926,0,0,24.074,0,0.926,11.111,1.852,0,0,0,0,3.704,0.926,0,9.259,3.704,0,0,5.556,0,0,0,0,0.926,2.778,2.778,6.481,0,0.926,0,3.704,0,3.704,0.926,0,0,2.778,0,0,0.926,0.926,0.926,21.296,0,16.667,3.704,0
64,New Zealand,Member,Non-member,2008-11-08,64421,United Future New Zealand,NA,Liberal,0.874,1,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,25,0,0,0,0,0,15,0,5,0,5,0,15,0,0,15,0,0,0,0,0,0,0,0,50,0,35,15,0
64,New Zealand,Member,Non-member,2008-11-08,64422,Progressive Party,Progressive,Liberal,0.906,1,122,1.163,0,0,0,0,0,0,0,0,0,0,0,8.14,0,0,0,0,0,0,16.279,5.814,0,0,0,0,0,0,0,0,5.814,2.326,0,6.977,0,0,0,0,1.163,11.628,16.279,0,2.326,0,4.651,0,5.814,0,1.163,2.326,0,0,2.326,0,0,0,0,5.814,0,0,5.814,27.907,0
64,New Zealand,Member,Non-member,2008-11-08,64620,New Zealand National Party,National,Conservative,44.929,58,122,1.413,0,0,0,0,0,0,0,0,0,0,1.06,2.473,0,0,0,0,9.187,1.767,24.028,4.594,0.707,0,1.06,0,0,0,1.413,1.767,3.887,1.767,0.353,0.707,9.187,0,0,0,0,2.473,4.947,1.767,7.42,0.353,5.654,0,2.12,0,6.36,0.353,0,0,1.413,0,0,0.353,0,1.413,37.456,1.413,13.781,7.42,0
64,New Zealand,Member,Non-member,2008-11-08,64901,Māori Party,NA,Ethnic and Regional,2.388,5,122,1.047,0,0,0,0,0.262,0,0,0,0,0,1.047,2.094,1.571,0.262,1.047,0,6.806,0,0.785,1.047,1.832,1.047,0.524,0,0.524,0,0.785,0,1.047,2.094,0.262,0.785,0.524,0,1.047,6.806,0.262,7.853,11.78,0,14.398,0,1.309,0,4.188,0,0.785,2.356,13.874,0,1.832,0,0.524,0,6.021,1.571,-18.063,1.832,1.571,19.634,0.262
64,New Zealand,Member,Non-member,2011-11-26,64110,Green Party of Aotearoa New Zealand,Greens,Ecological,11.056,14,121,3.125,0,0,0,0,0,0,0,0,0,0,0,1.042,1.042,0,0,0,0,0,11.458,0,3.125,1.042,0,0,0,0,0,0,1.042,3.125,2.083,2.083,1.042,0,8.333,14.583,0,14.583,8.333,0,2.083,0,7.292,0,2.083,0,0,4.167,0,0,6.25,0,1.042,0,0,1.042,7.292,3.125,1.042,22.917,0
64,New Zealand,Member,Non-member,2011-11-26,64320,New Zealand Labour Party,Labour,Social Democratic,27.484,34,121,0,0,0,0,0,1.099,0,0,0,0,0,0,0,0,0,0,0,0,0,10.989,1.648,1.648,6.593,0,0,0,0.549,0,0,1.648,5.495,1.648,10.44,8.242,0,1.099,3.846,0,13.736,8.242,5.495,3.297,0,1.648,0,0,0,0,0,0,0,8.791,0,0,0,1.099,2.747,-9.89,8.242,9.89,21.978,1.099
64,New Zealand,Member,Non-member,2011-11-26,64420,ACT New Zealand,ACT,Liberal,1.068,1,121,1.224,0,0,0,0.8160000000000001,0,0,2.857,0,0,0,5.714,0.8160000000000001,0,0,0,0.408,2.041,0,19.592,5.306,3.265,0,0,0,0,0,0,0,6.531,0,0,0,14.286,0,0,0.8160000000000001,0,2.857,0,4.898,4.49,0,7.347,0,0.8160000000000001,0,4.082,0,0,3.673,1.633,1.633,4.898,0,0,0,56.327,0,19.592,2.857,0
64,New Zealand,Member,Non-member,2011-11-26,64421,United Future New Zealand,NA,Liberal,0.601,1,121,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1.25,0,2.5,1.25,0,0,0,0,0,0,0,0,0,0,1.25,10,1.25,0,0,5,8.75,0,28.75,8.75,0,0,7.5,0,12.5,0,0,0,0,0,0,0,0,0,0,1.25,-6.25,1.25,2.5,28.75,0
64,New Zealand,Member,Non-member,2011-11-26,64620,New Zealand National Party,National,Conservative,47.314,59,121,0.093,0.056,0,0,0.909,0.056,0,1.411,0,0,0,0.854,0.334,0.019,0.019,0.167,0.464,4.788,0.019,7.127,2.357,0.872,2.617,0.204,0,0.037,0.984,0.13,0.074,5.976,11.284,0.204,0.316,3.285,0,0.742,4.102,1.54,1.058,12.565,4.677,9.781,1.169,1.002,0,0.631,0,4.826000000000001,0.854,1.169,0,2.134,1.373,2.747,0.353,3.062,1.559,-1.262,3.025,5.642,13.623,0.056
64,New Zealand,Member,Non-member,2011-11-26,64621,New Zealand First Party,NZF,Nationalist,6.594,8,121,0.913,0,0,0.913,0,0,0,0.913,0,0,0,0,7.306,0.457,0,0,0,0.457,0.457,17.352,0.457,0.913,5.479,0,0,1.826,0,0.457,0,3.196,0.913,2.74,2.74,1.37,0,0,0,0.457,21.461,2.74,0,1.37,0,8.219,0,0,0,0.913,6.393,0.457,3.653,2.283,0,0,0,0.457,2.74,7.763,8.219,1.826,24.201,0
64,New Zealand,Member,Non-member,2011-11-26,64901,Māori Party,NA,Ethnic and Regional,1.429,3,121,0,0,0,0,0,0.247,0.247,0,0,0,0,0.988,1.728,1.975,0,0.988,0.494,1.481,1.481,0.494,1.235,0.247,0.741,0,0,0.247,0,0,0,1.728,5.185,0.247,0.494,0,0,1.728,1.975,2.469,4.198,7.16,0.494,8.148,0,2.716,0,6.914,0,1.728,5.679,16.79,0,5.185,0,0.988,0,9.877,3.704,-1.975,0.988,1.235,11.358,0.494
64,New Zealand,Member,Non-member,2011-11-26,64902,Mana Party,Mana,Ethnic and Regional,1.08,1,121,0.216,0,0,0.431,0,0.216,0,0.862,0,0,0,2.155,1.509,0.431,0.431,0,0,0.862,0.216,0,1.509,2.155,3.017,0.647,0.431,1.293,0,0.431,0,0.647,1.724,1.724,1.724,0,0.431,5.172,4.31,0.216,11.422,11.853,0.431,6.897,0.431,1.078,0,2.802,0.216,0,1.293,8.405,0,17.026,0,1.509,0,2.155,1.724,-35.345,5.388,1.509,23.276,0.216
64,New Zealand,Member,Non-member,2014-09-20,64110,Green Party of Aotearoa New Zealand,Greens,Ecological,10.698,14,121,0.332,0,0,0,0,0,0,0.028,0,0,0,0.055,1.134,0,0,0.332,0.055,0.249,0.083,0.747,0.719,0.858,3.265,0.304,0.028,0.719,0.028,0.055,0,3.099,16.076,0.719,0.719,3.597,0,12.175,15.274,1.439,4.593,6.807,0.194,14.638,0.498,0.36,0.055,1.245,0.083,0.055,0.526,0.332,0,3.569,0,1.799,0,1.937,1.217,-23.52,4.289,4.317,11.4,0
64,New Zealand,Member,Non-member,2014-09-20,64320,New Zealand Labour Party,Labour,Social Democratic,25.13,32,121,0,0,0,0,0,0,0.457,1.37,0,0.913,0,1.37,3.196,0,0,0,0,0,1.826,1.37,1.37,0.457,5.936,0.913,0,1.37,0,0.457,0,8.219,3.653,4.11,3.196,3.653,0,3.653,3.653,0.457,10.502,11.872,0,9.589,0,2.283,0,1.37,0,0,1.826,1.37,0,9.132,0,0,0,0,0.457,-37.443,10.959,5.023,22.374,0.457
64,New Zealand,Member,Non-member,2014-09-20,64420,ACT New Zealand,ACT,Liberal,0.6940000000000001,1,121,0.889,0,0,0,0.889,0,0,0,0,0,0,0.889,4.444,0,0.889,0,0,0.444,0,0,19.111,0.444,0,0,0,0,0.444,0.889,0,5.333,2.222,0,0,1.333,0,0,1.333,0.444,3.111,0.889,10.222,4.889,1.778,2.222,0.889,0,0,30.667,0,0,2.667,0.444,0.889,1.333,0,0,0,55.556,0,20.444,4,0
64,New Zealand,Member,Non-member,2014-09-20,64421,United Future New Zealand,NA,Liberal,0.22,1,121,0.915,0,0,0.091,0.274,0.183,0.183,2.013,0,0,0,1.006,1.464,0,0.457,1.464,0.183,2.013,0,0.091,1.921,0.915,1.006,0.091,0,0.915,0.549,0,0,1.83,5.855,0,0.274,0.8230000000000001,0,2.104,9.515,7.136,1.83,9.881,1.83,12.077,0.183,1.372,1.281,7.045,0.274,5.032,2.47,5.215,0.915,2.379,0.091,2.47,0.183,0.732,1.464,-7.228,1.098,2.745,11.711,0.366
64,New Zealand,Member,Non-member,2014-09-20,64620,New Zealand National Party,National,Conservative,47.036,60,121,0.361,0.024,0,0,1.639,0.072,0.024,1.446,0,0.024,0,0.482,1.108,0,0,0.41,0.41,2.771,0.048,2.217,3.422,3.06,1.88,0.048,0,0.241,1.108,0.313,0,5.855,8.964,0.265,0,2.289,0,0.771,4.892,2.867,1.47,14.145,2.434,10.313,0.289,1.205,0.53,1.157,0.024,5.639,1.928,3.373,0.048,3.783,0.169,3.229,0.096,0.843,2.313,-6.747,2.193,5.711,15.614,0.096
64,New Zealand,Member,Non-member,2014-09-20,64621,New Zealand First Party,NZF,Nationalist,8.659,11,121,0.631,0,0,0,1.451,0.252,0,0.631,0,0,0,1.262,2.587,0,0,0.379,0.315,3.975,0.315,0.442,1.388,1.325,3.722,0.442,0.063,4.353,0.189,0.315,0,5.047,6.877,0.631,2.397,1.83,0,3.659,6.435,2.839,2.965,8.959,1.325,11.672,0.063,3.091,0,1.577,0.189,4.669,0.946,1.262,0.631,2.397,0,3.849,0.063,1.009,1.577,-18.549,4.795,3.218,11.924,0.252
64,New Zealand,Member,Non-member,2014-09-20,64901,Māori Party,NA,Ethnic and Regional,1.324,2,121,0.935,0,0,0,0,0,0,0.234,0,0,0,2.336,0.7010000000000001,0,0,0,0,0.467,0.467,1.402,2.804,0.234,1.636,0,0,0,0,0,0,3.271,3.972,0.234,0.234,0,0,1.636,4.673,0.467,1.636,10.28,0,11.682,0,1.402,0,10.047,0,2.103,1.636,27.804,0,2.57,0,0.7010000000000001,0,3.738,0.7010000000000001,-5.607,1.869,2.804,11.916,0
64,New Zealand,Member,Non-member,2017-09-23,64110,Green Party of Aotearoa New Zealand,Greens,Ecological,6.267,8,120,2.18,0,0,0.278,0.464,1.067,0.278,2.134,0,0.139,0,2.551,2.365,0.139,0.046,0.278,0.093,0.6960000000000001,0.51,0.417,1.438,0.603,2.644,0.093,0,2.134,0.093,0.046,0.139,1.252,5.334000000000001,0.603,0.649,1.484,0,8.581,16.558,3.386,5.148,7.004,0.093,5.38,0.093,0.881,0.881,2.412,0.742,0.6960000000000001,1.531,6.54,0.046,4.221,0,1.716,0.093,1.345,2.505,-16.048,3.34,2.922,12.152,1.345
64,New Zealand,Member,Non-member,2017-09-23,64320,New Zealand Labour Party,Labour,Social Democratic,36.891,46,120,0.462,0,0,0,0.077,0.154,0.077,1.925,0,0.077,0,1.001,2.156,0,0,0.6930000000000001,0,2.232,0.231,0.616,1.771,1.617,3.464,0.231,0,0.616,0.154,0.077,0,3.31,8.314,0.847,0.231,2.694,0,1.925,8.545,2.925,7.005,11.778,0.077,9.007,0.077,4.388,2.925,0.154,0.847,1.309,1.001,5.004,0,7.159,0,1.155,0,1.232,0.462,-22.787,4.542,4.465,18.784,0.231
64,New Zealand,Member,Non-member,2017-09-23,64420,ACT New Zealand,ACT,Liberal,0.504,1,120,3.265,0,0,0,1.633,0,0,2.041,0,0.408,0,5.306,0,0,0,0.408,0,1.224,0,2.449,14.286,2.041,1.224,0,0,0,3.673,0,0,3.673,3.265,0,0,8.98,0,0.408,3.265,0,2.041,6.122,10.204,6.531,1.633,1.633,2.041,0,0,4.082,0.408,0.408,1.633,2.449,0.408,2.857,0,0,0,36.327,1.224,23.265,8.163,0
64,New Zealand,Member,Non-member,2017-09-23,64620,New Zealand National Party,National,Conservative,44.449,56,120,1.152,0,0,0,2.154,0,0,0.551,0,0,0,0.451,0.2,0,0,0.601,0.401,0.752,0,1.152,2.756,2.455,1.553,0.301,0,0.15,3.206,0.05,0.1,9.369,14.579,0.401,0.05,2.555,0,2.605,7.014,3.357,1.553,10.321,0.301,7.615,0.251,1.152,1.703,0.902,0.1,2.856,1.503,2.856,0,4.108,0.1,4.709000000000001,0,0.902,1.152,-3.808,2.255,5.311,11.874,0
64,New Zealand,Member,Non-member,2017-09-23,64621,New Zealand First Party,NZF,Nationalist,7.203,9,120,0.168,0,0,0,2.353,0.504,0.336,1.513,0,0.168,0,1.513,2.017,0,0,1.513,0.504,3.025,0.168,0.168,1.345,2.353,4.538,0.336,0,5.546,0.504,0.336,0,2.185,8.571,1.345,1.849,0.84,0,2.353,8.403,2.017,1.681,8.739,1.176,7.563,0,2.185,0,0.84,0,7.227,0.672,1.176,2.353,2.521,0,5.882000000000001,0,0.336,1.176,-15.63,6.218,2.185,10.42,0.84
64,New Zealand,Member,Non-member,2017-09-23,64901,Māori Party,NA,Ethnic and Regional,1.18,0,120,3.898,0,0,0,0,0,0,2.699,0,0,0,0.45,0.9,0,0,1.199,0,1.349,0.3,0.45,2.099,1.049,2.399,0.3,0,0.3,0.3,0,0,2.699,2.849,0.45,0.15,0,0,2.999,3.448,0.15,4.048,14.993,0.3,8.546,0.15,1.349,2.699,4.348,0.15,0.3,1.499,25.487,0,1.499,0,0.3,0,0.75,3.148,-20.09,3.148,2.099,19.04,0
71,Japan,Non-member,Non-member,1960-11-20,71220,Japanese Communist Party,JCP,Leftist,2.928,3,467,3.2,0,6.4,0,0,4.8,11.1,0,0,0,0,3.2,7.9,1.6,0,0,0,0,0,0,0,6.4,6.4,1.6,0,1.6,1.6,0,7.9,7.9,3.2,0,1.6,0,0,0,0,1.6,4.8,4.8,0,0,0,0,0,0,0,3.2,0,0,0,7.9,0,1.6,0,0,0,-31.7,8,0,9.6,22.3
71,Japan,Non-member,Non-member,1960-11-20,71320,Japan Socialist Party,JSP,Social Democratic,27.556,145,467,0,1.6,1.6,0,0,4.8,9.7,3.2,0,0,0,8.1,1.6,4.8,0,0,0,0,0,0,0,6.4,3.2,1.6,0,1.6,0,3.2,1.6,6.4,1.6,0,0,0,0,0,0,0,8.1,8.1,0,0,0,0,0,3.2,0,1.6,0,0,0,3.2,0,3.2,11.3,0,0,-12.9,4.8,0,16.2,16.1
71,Japan,Non-member,Non-member,1960-11-20,71321,Democratic Socialist Party,DSP,Social Democratic,8.768,17,467,8.065,0,8.065,0,1.613,1.613,4.839,11.29,0,1.613,0,1.613,3.226,1.613,0,0,0,0,1.613,0,0,3.226,4.839,0,0,0,1.613,3.226,1.613,6.452,4.839,1.613,0,0,0,0,0,0,1.613,4.839,0,0,0,1.613,0,0,0,1.613,0,0,0,9.677,0,8.065,0,0,0,-29.032,6.452,0,6.452,14.516
71,Japan,Non-member,Non-member,1960-11-20,71620,Liberal Democratic Party,LDP,Conservative,57.557,296,467,12.2,4.1,0,0,4.1,0,8.2,4.1,0,0,0,2,2,0,0,0,0,0,0,0,0,4.1,2,0,0,2,0,6.100000000000001,0,4.1,0,0,0,8.2,0,0,0,0,10.2,8.2,0,2,0,2,0,2,0,2,0,0,0,2,0,4.1,4.1,0,0,-6.100000000000001,2,8.2,18.4,8.2
